DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
1370,DMIFYLX,Bopindolol,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1370,DMIFYLX,Bopindolol,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1370,DMIFYLX,Bopindolol,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1370,DMIFYLX,Bopindolol,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1373,DMIHRNA,Tolazamide,ABCC8,ABCC8,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1373,DMIHRNA,Tolazamide,KCNJ11,KCNJ11,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1374,DMIJATC,Benzphetamine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1374,DMIJATC,Benzphetamine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1374,DMIJATC,Benzphetamine,SLC18A2,SLC18A2,Q05940,Synaptic vesicular amine transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1374,DMIJATC,Benzphetamine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,RELEASING AGENT,DrugCentral,Homo sapiens,1.0
1375,DMIJC9X,Osilodrostat,CYP11B1,CYP11B1,P15538,"Cytochrome P450 11B1, mitochondrial",INHIBITOR,DrugCentral,Homo sapiens,1.0
1375,DMIJC9X,Osilodrostat,CYP11B2,CYP11B2,P19099,"Cytochrome P450 11B2, mitochondrial",INHIBITOR,DrugCentral,Homo sapiens,
1375,DMIJC9X,Osilodrostat,CYP19A1,CYP19A1,P11511,Aromatase,,DrugCentral,Homo sapiens,
1379,DMIKFEL,Levomepromazine,HRH1,HRH1,P35367,Histamine H1 receptor,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CACNA1G,CACNA1G,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CACNA1H,CACNA1H,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CACNA1I,CACNA1I,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CPT1A,CPT1A,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CPT2,CPT2,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1384,DMINO7Z,Perhexiline,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1385,DMINOX3,Vincristine,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1385,DMINOX3,Vincristine,ABCC1,ABCC1,P33527,Multidrug resistance-associated protein 1,,DrugCentral,Homo sapiens,
1385,DMINOX3,Vincristine,ABCC10,ABCC10,Q5T3U5,Multidrug resistance-associated protein 7,,DrugCentral,Homo sapiens,
1385,DMINOX3,Vincristine,ABCC2,ABCC2,Q92887,Canalicular multispecific organic anion transporter 1,,DrugCentral,Homo sapiens,
1385,DMINOX3,Vincristine,TUBB,TUBB,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB1,TUBB1,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB2A,TUBB2A,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB2B,TUBB2B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB3,TUBB3,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB4A,TUBB4A,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB4B,TUBB4B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB6,TUBB6,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1385,DMINOX3,Vincristine,TUBB8,TUBB8,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1386,DMINRKW,Clomipramine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,AOX1,AOX1,Q06278,Aldehyde oxidase,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,GSTP1,GSTP1,P09211,Glutathione S-transferase P,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HRH1,HRH1,P35367,Histamine H1 receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,SLC22A1,SLC22A1,O15245,Solute carrier family 22 member 1,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1386,DMINRKW,Clomipramine,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1386,DMINRKW,Clomipramine,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1390,DMIOFQE,SOMATOSTATIN,SSTR1,SSTR1,P30872,Somatostatin receptor type 1,AGONIST,DrugCentral,Homo sapiens,1.0
1390,DMIOFQE,SOMATOSTATIN,SSTR2,SSTR2,P30874,Somatostatin receptor type 2,AGONIST,DrugCentral,Homo sapiens,1.0
1390,DMIOFQE,SOMATOSTATIN,SSTR3,SSTR3,P32745,Somatostatin receptor type 3,AGONIST,DrugCentral,Homo sapiens,1.0
1390,DMIOFQE,SOMATOSTATIN,SSTR4,SSTR4,P31391,Somatostatin receptor type 4,AGONIST,DrugCentral,Homo sapiens,1.0
1390,DMIOFQE,SOMATOSTATIN,SSTR5,SSTR5,P35346,Somatostatin receptor type 5,AGONIST,DrugCentral,Homo sapiens,1.0
1391,DMIOGBU,Bosentan,ABCB11,ABCB11,O95342,Bile salt export pump,,DrugCentral,Homo sapiens,
1391,DMIOGBU,Bosentan,EDNRA,EDNRA,P25101,Endothelin-1 receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1391,DMIOGBU,Bosentan,EDNRB,EDNRB,P24530,Endothelin B receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1391,DMIOGBU,Bosentan,NR1I2,NR1I2,O75469,Nuclear receptor subfamily 1 group I member 2,,DrugCentral,Homo sapiens,
1392,DMIOZ29,Glycine,OR51E2,OR51E2,Q9H255,Olfactory receptor 51E2,,DrugCentral,Homo sapiens,
1392,DMIOZ29,Glycine,SLC6A9,SLC6A9,P48067,Sodium- and chloride-dependent glycine transporter 1,,DrugCentral,Homo sapiens,
1393,DMIP3ZV,Fenoterol,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1398,DMIT8LX,Fluphenazine,ADORA3,ADORA3,P0DMS8,Adenosine receptor A3,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA1B,ADRA1B,P35368,Alpha-1B adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ADRB3,ADRB3,P13945,Beta-3 adrenergic receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,DRD2,DRD2,P14416,D(2) dopamine receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1398,DMIT8LX,Fluphenazine,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,DRD4,DRD4,P21917,D(4) dopamine receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,DRD5,DRD5,P21918,D(1B) dopamine receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,ERBB2,ERBB2,P04626,Receptor tyrosine-protein kinase erbB-2,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HRH1,HRH1,P35367,Histamine H1 receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR1B,HTR1B,P28222,5-hydroxytryptamine receptor 1B,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR1D,HTR1D,P28221,5-hydroxytryptamine receptor 1D,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR1E,HTR1E,P28566,5-hydroxytryptamine receptor 1E,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR5A,HTR5A,P47898,5-hydroxytryptamine receptor 5A,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,HTR7,HTR7,P34969,5-hydroxytryptamine receptor 7,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,KCNK2,KCNK2,O95069,Potassium channel subfamily K member 2,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,MC5R,MC5R,P33032,Melanocortin receptor 5,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,OPRD1,OPRD1,P41143,Delta-type opioid receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,OPRK1,OPRK1,P41145,Kappa-type opioid receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,OPRM1,OPRM1,P35372,Mu-type opioid receptor,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SCN1A,SCN1A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SCN2A,SCN2A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SCN3A,SCN3A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1398,DMIT8LX,Fluphenazine,TACR2,TACR2,P21452,Substance-K receptor,,DrugCentral,Homo sapiens,
1399,DMITQS0,Lopinavir,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1399,DMITQS0,Lopinavir,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,CHRNA3,CHRNA3,P32297,Neuronal acetylcholine receptor subunit alpha-3,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,CHRNA4,CHRNA4,P17787|P43681,Neuronal acetylcholine receptor; alpha4/beta2,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,CHRNB2,CHRNB2,P17787|P43681,Neuronal acetylcholine receptor; alpha4/beta2,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,HTR3A,HTR3A,P46098,5-hydroxytryptamine receptor 3A,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1402,DMIUW25,Granisetron,HTR3B,HTR3B,O95264,5-hydroxytryptamine receptor 3B,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,SLC22A2,SLC22A2,O15244,Solute carrier family 22 member 2,,DrugCentral,Homo sapiens,
1402,DMIUW25,Granisetron,SLC47A1,SLC47A1,Q96FL8,Multidrug and toxin extrusion protein 1,,DrugCentral,Homo sapiens,
1405,DMIVJ0D,Pseudoephedrine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1405,DMIVJ0D,Pseudoephedrine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1405,DMIVJ0D,Pseudoephedrine,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,,DrugCentral,Homo sapiens,
1405,DMIVJ0D,Pseudoephedrine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,RELEASING AGENT,DrugCentral,Homo sapiens,1.0
1406,DMIWFRL,Tolvaptan,AVPR1A,AVPR1A,P37288,Vasopressin V1a receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1406,DMIWFRL,Tolvaptan,AVPR2,AVPR2,P30518,Vasopressin V2 receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,AURKA,AURKA,O14965,Aurora kinase A,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,AXL,AXL,P30530,Tyrosine-protein kinase receptor UFO,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,FGFR1,FGFR1,P11362,Fibroblast growth factor receptor 1,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,FLT1,FLT1,P17948,Vascular endothelial growth factor receptor 1,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,FLT3,FLT3,P36888,Receptor-type tyrosine-protein kinase FLT3,INHIBITOR,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,FLT4,FLT4,P35916,Vascular endothelial growth factor receptor 3,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,KDR,KDR,P35968,Vascular endothelial growth factor receptor 2,INHIBITOR,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,KIT,KIT,P10721,Mast/stem cell growth factor receptor Kit,INHIBITOR,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,MET,MET,P08581,Hepatocyte growth factor receptor,INHIBITOR,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,MST1R,MST1R,Q04912,Macrophage-stimulating protein receptor,INHIBITOR,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,RET,RET,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,INHIBITOR,DrugCentral,Homo sapiens,1.0
1410,DMIYDT4,Cabozantinib,SRC,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,,DrugCentral,Homo sapiens,
1410,DMIYDT4,Cabozantinib,TEK,TEK,Q02763,Angiopoietin-1 receptor,INHIBITOR,DrugCentral,Homo sapiens,1.0
1411,DMIYG7Z,Donepezil,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,ACHE,ACHE,P22303,Acetylcholinesterase,INHIBITOR,DrugCentral,Homo sapiens,1.0
1411,DMIYG7Z,Donepezil,BACE1,BACE1,P56817,Beta-secretase 1,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,BCHE,BCHE,P06276,Cholinesterase,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,HRH3,HRH3,Q9Y5N1,Histamine H3 receptor,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,MAOB,MAOB,P27338,Amine oxidase [flavin-containing] B,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1411,DMIYG7Z,Donepezil,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1412,DMIYJFV,Nicorandil,KCNJ1,KCNJ1,P48048,ATP-sensitive inward rectifier potassium channel 1,,DrugCentral,Homo sapiens,
1412,DMIYJFV,Nicorandil,KCNJ11,KCNJ11,Q14654,ATP-sensitive inward rectifier potassium channel 11,,DrugCentral,Homo sapiens,
1412,DMIYJFV,Nicorandil,NPR1,NPR1,P16066,Atrial natriuretic peptide receptor 1,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA1,GABRA1,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA2,GABRA2,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA3,GABRA3,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA4,GABRA4,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA5,GABRA5,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,GABRA6,GABRA6,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,SLC47A1,SLC47A1,Q96FL8,Multidrug and toxin extrusion protein 1,,DrugCentral,Homo sapiens,
1413,DMIZ6W2,Norfloxacin,TOP2B,TOP2B,Q02880,DNA topoisomerase 2-beta,,DrugCentral,Homo sapiens,
1414,DMIZKOP,Thiotepa,CYP2B6,CYP2B6,P20813,Cytochrome P450 2B6,INHIBITOR,DrugCentral,Homo sapiens,
1416,DMJ0QOW,Rilpivirine,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,ACHE,ACHE,P22303,Acetylcholinesterase,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,CYP51A1,CYP51A1,Q16850,Lanosterol 14-alpha demethylase,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
