DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
1417,DMJ13KI,Terconazole,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,SLC28A1,SLC28A1,O00337,Sodium/nucleoside cotransporter 1,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1417,DMJ13KI,Terconazole,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,CLCNKA,CLCNKA,P51800,Chloride channel protein ClC-Ka,ACTIVATOR,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,CLCNKB,CLCNKB,P51801,Chloride channel protein ClC-Kb,ACTIVATOR,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,DHODH,DHODH,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,GPR35,GPR35,Q9HC97,G-protein coupled receptor 35,,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,KCNT2,KCNT2,Q6UVM3,Potassium channel subfamily T member 2,ACTIVATOR,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,PTGS1,PTGS1,P23219,Prostaglandin G/H synthase 1,,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,PTGS2,PTGS2,P35354,Prostaglandin G/H synthase 2,,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,TEAD4,TEAD4,Q15561,Transcriptional enhancer factor TEF-3,,DrugCentral,Homo sapiens,
1420,DMJ3I1Q,Niflumic Acid,TTR,TTR,P02766,Transthyretin,,DrugCentral,Homo sapiens,
1421,DMJ4AWC,Cyclothiazide,GRIA1,GRIA1,P42261,Glutamate receptor 1,,DrugCentral,Homo sapiens,
1421,DMJ4AWC,Cyclothiazide,GRIA2,GRIA2,P42262,Glutamate receptor 2,,DrugCentral,Homo sapiens,
1421,DMJ4AWC,Cyclothiazide,GRIA3,GRIA3,P42263,Glutamate receptor 3,ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,
1421,DMJ4AWC,Cyclothiazide,GRIA4,GRIA4,P48058,Glutamate receptor 4,ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,
1421,DMJ4AWC,Cyclothiazide,SLC12A3,SLC12A3,P55017,Solute carrier family 12 member 3,INHIBITOR,DrugCentral,Homo sapiens,1.0
1423,DMJ6H1Z,Quinestrol,ESR1,ESR1,P03372,Estrogen receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1427,DMJ8A3Z,Florbetapir F-18,APP,APP,P05067,Amyloid beta A4 protein,,DrugCentral,Homo sapiens,
1429,DMJ90O5,Medrysone,NR3C1,NR3C1,P04150,Glucocorticoid receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1430,DMJ93CT,Inotersen,TTR,TTR,P02766,transthyretin (TTR) mRNA,ANTISENSE INHIBITOR,DrugCentral,Homo sapiens,1.0
1432,DMJAGXQ,Niclosamide,AKT1,AKT1,P31749,RAC-alpha serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,AURKA,AURKA,O14965,Aurora kinase A,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,FGFR1,FGFR1,P11362,Fibroblast growth factor receptor 1,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,GSK3B,GSK3B,P49841,Glycogen synthase kinase-3 beta,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,JAK2,JAK2,O60674,Tyrosine-protein kinase JAK2,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,KCNT1,KCNT1,Q5JUK3,Potassium channel subfamily T member 1,ACTIVATOR,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,KDR,KDR,P35968,Vascular endothelial growth factor receptor 2,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,KIT,KIT,P10721,Mast/stem cell growth factor receptor Kit,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,LYN,LYN,P07948,Tyrosine-protein kinase Lyn,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,PDPK1,PDPK1,O15530,3-phosphoinositide-dependent protein kinase 1,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,SRC,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,STAT3,STAT3,P40763,Signal transducer and activator of transcription 3,,DrugCentral,Homo sapiens,
1432,DMJAGXQ,Niclosamide,TEK,TEK,Q02763,Angiopoietin-1 receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,ADORA3,ADORA3,P0DMS8,Adenosine receptor A3,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,ADRA1B,ADRA1B,P35368,Alpha-1B adrenergic receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1437,DMJCP1Y,Yohimbine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1437,DMJCP1Y,Yohimbine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1437,DMJCP1Y,Yohimbine,CDC25A,CDC25A,P30304,Dual specificity phosphatase Cdc25A,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR1B,HTR1B,P28222,5-hydroxytryptamine receptor 1B,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR1D,HTR1D,P28221,5-hydroxytryptamine receptor 1D,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR1E,HTR1E,P28566,5-hydroxytryptamine receptor 1E,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR1F,HTR1F,P30939,5-hydroxytryptamine receptor 1F,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR5A,HTR5A,P47898,5-hydroxytryptamine receptor 5A,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,HTR7,HTR7,P34969,5-hydroxytryptamine receptor 7,ANTAGONIST,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,SCN1A,SCN1A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,SCN2A,SCN2A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,SCN3A,SCN3A,P35498|Q99250|Q9NY46,"Sodium channel alpha subunits; brain (Types I, II, III)",,DrugCentral,Homo sapiens,
1437,DMJCP1Y,Yohimbine,TOP1,TOP1,P11387,DNA topoisomerase 1,,DrugCentral,Homo sapiens,
1438,DMJDB0Y,Dezocine,OPRK1,OPRK1,P41145,Kappa-type opioid receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1438,DMJDB0Y,Dezocine,OPRM1,OPRM1,P35372,Mu-type opioid receptor,PARTIAL AGONIST,DrugCentral,Homo sapiens,1.0
1443,DMJFZDL,Naphazoline,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1443,DMJFZDL,Naphazoline,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1443,DMJFZDL,Naphazoline,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1443,DMJFZDL,Naphazoline,NISCH,NISCH,Q9Y2I1,Nischarin,,DrugCentral,Homo sapiens,
1444,DMJH792,Pitavastatin,HMGCR,HMGCR,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,INHIBITOR,DrugCentral,Homo sapiens,1.0
1444,DMJH792,Pitavastatin,RXRA,RXRA,P19793,Retinoic acid receptor RXR-alpha,,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,IFNG,IFNG,P01579,Interferon gamma,,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,IL5,IL5,P05113,Interleukin-5,,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,MMP9,MMP9,P14780,Matrix metalloproteinase-9,,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,NR3C1,NR3C1,P04150,Glucocorticoid receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1448,DMJIBAW,Budesonide,NR3C2,NR3C2,P08235,Mineralocorticoid receptor,AGONIST,DrugCentral,Homo sapiens,
1448,DMJIBAW,Budesonide,PGR,PGR,P06401,Progesterone receptor,AGONIST,DrugCentral,Homo sapiens,
1455,DMJMVKI,Metipranolol,ADRB1,ADRB1,P08588,Beta-1 adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1455,DMJMVKI,Metipranolol,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1456,DMJNV4O,Tirbanibulin,LYN,LYN,P07948,Tyrosine-protein kinase Lyn,,DrugCentral,Homo sapiens,
1456,DMJNV4O,Tirbanibulin,SRC,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,INHIBITOR,DrugCentral,Homo sapiens,
1457,DMJOQM3,Eflornithine,ODC1,ODC1,P11926,Ornithine decarboxylase,INHIBITOR,DrugCentral,Homo sapiens,1.0
1461,DMJPR2B,Glisoxepide,ABCC8,ABCC8,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1461,DMJPR2B,Glisoxepide,KCNJ11,KCNJ11,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1464,DMJSBT6,SILODOSIN,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1464,DMJSBT6,SILODOSIN,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1464,DMJSBT6,SILODOSIN,ADRA1B,ADRA1B,P35368,Alpha-1B adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1464,DMJSBT6,SILODOSIN,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1464,DMJSBT6,SILODOSIN,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1467,DMJTEMW,Lubiprostone,CLCN2,CLCN2,P51788,Chloride channel protein 2,OPENER,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,ABL1,ABL1,P00519,Tyrosine-protein kinase ABL1,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,ABL2,ABL2,P42684,Abelson tyrosine-protein kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ACVR1,ACVR1,Q04771,Activin receptor type-1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ACVR1B,ACVR1B,P36896,Activin receptor type-1B,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ACVR2A,ACVR2A,P27037,Activin receptor type-2A,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ACVR2B,ACVR2B,Q13705,Activin receptor type-2B,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ACVRL1,ACVRL1,P37023,Serine/threonine-protein kinase receptor R3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,AURKA,AURKA,O14965,Aurora kinase A,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,AURKB,AURKB,Q96GD4,Aurora kinase B,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BCR,BCR,P11274,Breakpoint cluster region protein,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BLK,BLK,P51451,Tyrosine-protein kinase Blk,INHIBITOR,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BMPR1A,BMPR1A,P36894,Bone morphogenetic protein receptor type-1A,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BMPR1B,BMPR1B,O00238,Bone morphogenetic protein receptor type-1B,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BMX,BMX,P51813,Cytoplasmic tyrosine-protein kinase BMX,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BRAF,BRAF,P15056,Serine/threonine-protein kinase B-raf,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,BTK,BTK,Q06187,Tyrosine-protein kinase BTK,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CDC42BPA,CDC42BPA,Q5VT25,Serine/threonine-protein kinase MRCK alpha,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CDC42BPB,CDC42BPB,Q9Y5S2,Serine/threonine-protein kinase MRCK beta,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CDC42BPG,CDC42BPG,Q6DT37,Serine/threonine-protein kinase MRCK gamma,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,COQ8A,COQ8A,Q8NI60,"Chaperone activity of bc1 complex-like, mitochondrial",,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CSF1R,CSF1R,P07333,Macrophage colony-stimulating factor 1 receptor,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CSK,CSK,P41240,Tyrosine-protein kinase CSK,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,CSNK1E,CSNK1E,P49674,Casein kinase I isoform epsilon,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,DDR1,DDR1,Q08345,Epithelial discoidin domain-containing receptor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,DDR2,DDR2,Q16832,Discoidin domain-containing receptor 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,DMPK,DMPK,Q09013,Myotonin-protein kinase,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EIF2AK4,EIF2AK4,Q9P2K8,Eukaryotic translation initiation factor 2-alpha kinase 4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA1,EPHA1,P21709,Ephrin type-A receptor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA2,EPHA2,P29317,Ephrin type-A receptor 2,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,EPHA3,EPHA3,P29320,Ephrin type-A receptor 3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA4,EPHA4,P54764,Ephrin type-A receptor 4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA5,EPHA5,P54756,Ephrin type-A receptor 5,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA6,EPHA6,Q9UF33,Ephrin type-A receptor 6,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHA8,EPHA8,P29322,Ephrin type-A receptor 8,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHB1,EPHB1,P54762,Ephrin type-B receptor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHB2,EPHB2,P29323,Ephrin type-B receptor 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHB3,EPHB3,P54753,Ephrin type-B receptor 3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHB4,EPHB4,P54760,Ephrin type-B receptor 4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,EPHB6,EPHB6,O15197,Ephrin type-B receptor 6,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ERBB2,ERBB2,P04626,Receptor tyrosine-protein kinase erbB-2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ERBB3,ERBB3,P21860,Receptor tyrosine-protein kinase erbB-3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ERBB4,ERBB4,Q15303,Receptor tyrosine-protein kinase erbB-4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FGFR1,FGFR1,P11362,Fibroblast growth factor receptor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FGFR2,FGFR2,P21802,Fibroblast growth factor receptor 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FGFR3,FGFR3,P22607,Fibroblast growth factor receptor 3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FGR,FGR,P09769,Tyrosine-protein kinase Fgr,INHIBITOR,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FLT1,FLT1,P17948,Vascular endothelial growth factor receptor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FLT3,FLT3,P36888,Receptor-type tyrosine-protein kinase FLT3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FRK,FRK,P42685,Tyrosine-protein kinase FRK,INHIBITOR,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,GAK,GAK,O14976,Cyclin-G-associated kinase,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,HCK,HCK,P08631,Tyrosine-protein kinase HCK,INHIBITOR,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,ITK,ITK,Q08881,Tyrosine-protein kinase ITK/TSK,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,JAK2,JAK2,O60674,Tyrosine-protein kinase JAK2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,JAK3,JAK3,P52333,Tyrosine-protein kinase JAK3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,KDR,KDR,P35968,Vascular endothelial growth factor receptor 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,KIT,KIT,P10721,Mast/stem cell growth factor receptor Kit,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,LCK,LCK,P06239,Tyrosine-protein kinase Lck,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,LIMK1,LIMK1,P53667,LIM domain kinase 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,LIMK2,LIMK2,P53671,LIM domain kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,LYN,LYN,P07948,Tyrosine-protein kinase Lyn,INHIBITOR,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP2K1,MAP2K1,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP2K2,MAP2K2,P36507,Dual specificity mitogen-activated protein kinase kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP2K5,MAP2K5,Q13163,Dual specificity mitogen-activated protein kinase kinase 5,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K13,MAP3K13,O43283,Mitogen-activated protein kinase kinase kinase 13,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K19,MAP3K19,Q56UN5,Mitogen-activated protein kinase kinase kinase 19,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K2,MAP3K2,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K3,MAP3K3,Q99759,Mitogen-activated protein kinase kinase kinase 3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K4,MAP3K4,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP3K7,MAP3K7,O43318,Mitogen-activated protein kinase kinase kinase 7,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP4K1,MAP4K1,Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP4K2,MAP4K2,Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP4K3,MAP4K3,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP4K4,MAP4K4,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAP4K5,MAP4K5,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAPK11,MAPK11,Q15759,Mitogen-activated protein kinase 11,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAPK12,MAPK12,O15264|P53778|Q15759|Q16539,MAP kinase p38,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAPK13,MAPK13,O15264|P53778|Q15759|Q16539,MAP kinase p38,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MAPK14,MAPK14,Q16539,Mitogen-activated protein kinase 14,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MINK1,MINK1,Q8N4C8,Misshapen-like kinase 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MTOR,MTOR,P42345,Serine/threonine-protein kinase mTOR,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MYLK2,MYLK2,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,MYT1,MYT1,Q01538,Myelin transcription factor 1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,NEK11,NEK11,Q8NG66,Serine/threonine-protein kinase Nek11,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,NEK2,NEK2,P51955,Serine/threonine-protein kinase Nek2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,NLK,NLK,Q9UBE8,Serine/threonine-protein kinase NLK,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,PDGFRA,PDGFRA,P16234,Platelet-derived growth factor receptor alpha,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,PDGFRB,PDGFRB,P09619,Platelet-derived growth factor receptor beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1469,DMJV2EK,Dasatinib,PIK3CA,PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,PIK3CD,PIK3CD,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,PKMYT1,PKMYT1,Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,PTK6,PTK6,Q13882,Protein-tyrosine kinase 6,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,RAF1,RAF1,P04049,RAF proto-oncogene serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,RET,RET,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,RIPK2,RIPK2,O43353,Receptor-interacting serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,SBK1,SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,SIK1,SIK1,P57059,Serine/threonine-protein kinase SIK1,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,SIK2,SIK2,Q9H0K1,Serine/threonine-protein kinase SIK2,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,SIK3,SIK3,Q9Y2K2,Serine/threonine-protein kinase SIK3,,DrugCentral,Homo sapiens,
1469,DMJV2EK,Dasatinib,SLK,SLK,Q9H2G2,STE20-like serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
